Pieter De Koninck,https://scholar.google.com//citations?hl=en&user=G1BB3-sAAAAJ,KU Leuven,142,"['data mining', 'business process management', 'information systems', 'process mining']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:process_mining']"
Johannes Prescher,https://scholar.google.com//citations?hl=en&user=vC4PpOMAAAAJ,Vienna University of Economics and Business - Wirtschaftsuniversität Wien (WU),141,"['business process management', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Widia Resti Fitriani,https://scholar.google.com//citations?hl=en&user=Poq3RU0AAAAJ,"Faculty of Computer Science, Universitas Indonesia",141,"['Information Systems', 'E-Government', 'Knowledge Management', 'Information Technology']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_government', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_technology']"
Daniel Alexander Octavianus Turang,https://scholar.google.com//citations?hl=en&user=Z6HJiY4AAAAJ,Sekolah Tinggi Teknologi Bontang,141,"['soft computing', 'artificial intelligence', 'information systems', 'information system audit', 'supply chain management']","['/citations?hl=en&view_op=search_authors&mauthors=label:soft_computing', '/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_system_audit', '/citations?hl=en&view_op=search_authors&mauthors=label:supply_chain_management']"
Peter Nabende,https://scholar.google.com//citations?hl=en&user=LmDWmJQAAAAJ,Makerere University,140,"['Intelligent Systems', 'NLP', 'Data mining', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:intelligent_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:nlp', '/citations?hl=en&view_op=search_authors&mauthors=label:data_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Thibault Estier,https://scholar.google.com//citations?hl=en&user=3J_atYwAAAAJ,"MER, Faculty of Business and Economics (HEC), University of Lausanne",140,"['information systems', 'design science', 'systems evolution']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:design_science', '/citations?hl=en&view_op=search_authors&mauthors=label:systems_evolution']"
Christopher M Conway,https://scholar.google.com//citations?hl=en&user=46KzeeUAAAAJ,IÉSEG School of Management,140,"['Information Systems', 'Temporal Dissonance', 'Security', 'Privacy', 'Software Development Methodologies']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:temporal_dissonance', '/citations?hl=en&view_op=search_authors&mauthors=label:security', '/citations?hl=en&view_op=search_authors&mauthors=label:privacy', '/citations?hl=en&view_op=search_authors&mauthors=label:software_development_methodologies']"
Rizki Hamdani,https://scholar.google.com//citations?hl=en&user=PB8n4DwAAAAJ,"Accounting Department, Universitas Islam Indonesia",140,"['Corporate Governance', 'Information Systems', 'Forensic Accounting']","['/citations?hl=en&view_op=search_authors&mauthors=label:corporate_governance', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:forensic_accounting']"
Art Taylor,https://scholar.google.com//citations?hl=en&user=8FZcZ0IAAAAJ,Rider University,140,"['information systems', 'information science', 'technology innovation', 'relevance criteria', 'political economy theory']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_science', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:relevance_criteria', '/citations?hl=en&view_op=search_authors&mauthors=label:political_economy_theory']"
Emrah Tomur,https://scholar.google.com//citations?hl=en&user=i9RYyhwAAAAJ,"Adjunct Faculty at Computer Engineering, Izmir Institute of Technology",139,"['Information Security', 'Information Systems', 'Computer Networks', 'Wireless Networks']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_security', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:computer_networks', '/citations?hl=en&view_op=search_authors&mauthors=label:wireless_networks']"
Maitrayee Mukerji,https://scholar.google.com//citations?hl=en&user=QWqAq1sAAAAJ,Indian Institute of Management Kashipur,139,"['Digital Trasformation', 'ICT-D', 'Information Systems', 'e-Governanace']","['/citations?hl=en&view_op=search_authors&mauthors=label:digital_trasformation', '/citations?hl=en&view_op=search_authors&mauthors=label:ict_d', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_governanace']"
Simon Hagen,https://scholar.google.com//citations?hl=en&user=4LkrArQAAAAJ,"German Research Center for Artificial Intelligence, RG Smart Enterprise Engineering",139,"['Information Systems', 'Product-Service Systems', 'Service Engineering', 'Smart Services', 'Service Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:product_service_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:service_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:smart_services', '/citations?hl=en&view_op=search_authors&mauthors=label:service_systems']"
Mohammad Alrousan,https://scholar.google.com//citations?hl=en&user=En16IzUAAAAJ,"Associate Professor in E-marketing and Social Media, Princess Sumaya University For …",139,"['Information systems', 'E-marketing', 'E-business', 'Project management', 'Business Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_marketing', '/citations?hl=en&view_op=search_authors&mauthors=label:e_business', '/citations?hl=en&view_op=search_authors&mauthors=label:project_management', '/citations?hl=en&view_op=search_authors&mauthors=label:business_management']"
Dr Zahid Husaain Khand,https://scholar.google.com//citations?hl=en&user=tKOpFAYAAAAJ,Sukkur IBA Unniversity,139,"['Computer Science', 'Software Engineering', 'Computer Networks', 'Information Systems', 'Electrical Engineering']","['/citations?hl=en&view_op=search_authors&mauthors=label:computer_science', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:computer_networks', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:electrical_engineering']"
Dian Balta,https://scholar.google.com//citations?hl=en&user=5INHrakAAAAJ,"Research Scientist, fortiss",139,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Velimir Dedic,https://scholar.google.com//citations?hl=en&user=Nyqm_0UAAAAJ,Information Technology School,138,"['e-learning', 'medical statistics', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:e_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:medical_statistics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Bahadır Bican,https://scholar.google.com//citations?hl=en&user=jbdebGYAAAAJ,Phd Student of Istanbul Techinal University,138,"['Machine Learning', 'Artificial Intelligence', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:machine_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Rinabi Tanamal,https://scholar.google.com//citations?hl=en&user=qny_Uq0AAAAJ,Universitas Ciputra Surabaya,138,"['Management', 'Information Systems', 'Decision Support Systems', 'Audit Systems', 'Entrepreneurship']","['/citations?hl=en&view_op=search_authors&mauthors=label:management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:decision_support_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:audit_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:entrepreneurship']"
Peiqin Zhang,https://scholar.google.com//citations?hl=en&user=C2tFhKkAAAAJ,Texas State University,138,"['Information Systems', 'E-commerce', 'IT Business Value']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:it_business_value']"
Maximilian Stremy,https://scholar.google.com//citations?hl=en&user=VwCKgUUAAAAJ,associate professor,138,"['automatization', 'control systems', 'PLC', 'applied informatics', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:automatization', '/citations?hl=en&view_op=search_authors&mauthors=label:control_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:plc', '/citations?hl=en&view_op=search_authors&mauthors=label:applied_informatics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Sanaz Soltani,https://scholar.google.com//citations?hl=en&user=DYTgE_UAAAAJ,Jyväskylä University,138,"['Information Systems', 'Wellbeing Technologies', 'Value Creation', 'Service Management', 'Medical tourism']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:wellbeing_technologies', '/citations?hl=en&view_op=search_authors&mauthors=label:value_creation', '/citations?hl=en&view_op=search_authors&mauthors=label:service_management', '/citations?hl=en&view_op=search_authors&mauthors=label:medical_tourism']"
Hassan Akour,https://scholar.google.com//citations?hl=en&user=RT3UKUsAAAAJ,Oklahoma State University,137,"['Information Systems', 'Mobile Computing', 'Quantitative analysis', 'Engineering Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:mobile_computing', '/citations?hl=en&view_op=search_authors&mauthors=label:quantitative_analysis', '/citations?hl=en&view_op=search_authors&mauthors=label:engineering_management']"
Jerzy Auksztol,https://scholar.google.com//citations?hl=en&user=mIPGDHcAAAAJ,Uniwersytet Gdański,137,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Vladislav Kazakov,https://scholar.google.com//citations?hl=en&user=26m1kcAAAAAJ,"senior researcher, Novosibirsk state university",137,"['information systems', 'databases', 'cognitive interfaces', 'hypermedia']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:databases', '/citations?hl=en&view_op=search_authors&mauthors=label:cognitive_interfaces', '/citations?hl=en&view_op=search_authors&mauthors=label:hypermedia']"
Hani Brdesee,https://scholar.google.com//citations?hl=en&user=qgSdud4AAAAJ,"PhD Candidate, RMIT University - Lecturer, King Abdulaziz University",136,"['Information Technology', 'Information Systems', 'E-business', 'E-Commerce']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_business', '/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce']"
Helder Suzuki,https://scholar.google.com//citations?hl=en&user=m-wxzkEAAAAJ,"Magic Leap, Inc.",136,"['Software Engineering', 'Information Systems', 'Computer Vision', 'Real-time Embedded Systems', 'Optimization']","['/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:computer_vision', '/citations?hl=en&view_op=search_authors&mauthors=label:real_time_embedded_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:optimization']"
