Kregg Aytes,https://scholar.google.com//citations?hl=en&user=f1MJyKoAAAAJ,Montana State University,801,"['Information Systems', 'Entrepreneurship']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:entrepreneurship']"
Carlos Costa,https://scholar.google.com//citations?hl=en&user=BO_5lZoAAAAJ,University of Minho,800,"['Big Data', 'Data Engineering', 'Data Warehousing', 'Business Analytics', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:big_data', '/citations?hl=en&view_op=search_authors&mauthors=label:data_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:data_warehousing', '/citations?hl=en&view_op=search_authors&mauthors=label:business_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Prof. Rekha Jain,https://scholar.google.com//citations?hl=en&user=hdJ6C_gAAAAJ,"Senior Visiting Professor, ICRIER. Retired Professor, Indian Institute of Management …",798,"['Telecom Policy', 'Telecom Regulation', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:telecom_policy', '/citations?hl=en&view_op=search_authors&mauthors=label:telecom_regulation', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Azah Anir Norman,https://scholar.google.com//citations?hl=en&user=aEdBmVkAAAAJ,University of Malaya,798,"['Human Centric-Cybersecurity', 'Information Systems Security', 'Information Systems', 'Information System Security Management', 'Informat']","['/citations?hl=en&view_op=search_authors&mauthors=label:human_centric_cybersecurity', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems_security', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_system_security_management', '/citations?hl=en&view_op=search_authors&mauthors=label:informat']"
Azizah Ahmad,https://scholar.google.com//citations?hl=en&user=upXMktQAAAAJ,Universiti Utara Malaysia,798,"['Business Intelligence', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Mathew Hillier,https://scholar.google.com//citations?hl=en&user=NMkrK2wAAAAJ,"e-Assessment Academic, Macquarie University (Sydney)",797,"['assessment', 'higher education', 'e-exams', 'e-assessment', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:assessment', '/citations?hl=en&view_op=search_authors&mauthors=label:higher_education', '/citations?hl=en&view_op=search_authors&mauthors=label:e_exams', '/citations?hl=en&view_op=search_authors&mauthors=label:e_assessment', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
PROF. NIXON OCHARA,https://scholar.google.com//citations?hl=en&user=Ez2XXaoAAAAJ,WBS,796,"['Information Systems', 'Information Infrastructure', 'E-Government', 'E-Business']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_infrastructure', '/citations?hl=en&view_op=search_authors&mauthors=label:e_government', '/citations?hl=en&view_op=search_authors&mauthors=label:e_business']"
Professor Adesesan Adeyemo,https://scholar.google.com//citations?hl=en&user=uHWTMeUAAAAJ,"Department of Computer Science, University of Ibadan",796,"['Data Mining', 'Computer Networking', 'Information Systems', 'Mobile and Internet Computing']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:computer_networking', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:mobile_and_internet_computing']"
Lisa Yeo,https://scholar.google.com//citations?hl=en&user=O6g9WLIAAAAJ,"Assistant Professor, UC Merced",794,"['Information Security', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_security', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Doncho Petkov,https://scholar.google.com//citations?hl=en&user=1KefYGcAAAAJ,"Professor Emeritus in Information Systems, Eastern CT State University",792,"['Systems Thinking', 'MCDA', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:systems_thinking', '/citations?hl=en&view_op=search_authors&mauthors=label:mcda', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Dr. Rahmath Safeena,https://scholar.google.com//citations?hl=en&user=b0wrWQcAAAAJ,"Taif University, Saudi Arabia (Earlier at NITIE Mumbai, India)",791,"['Computer Engineering', 'Information Systems', 'Quranic Computing']","['/citations?hl=en&view_op=search_authors&mauthors=label:computer_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:quranic_computing']"
Marius Mikalsen,https://scholar.google.com//citations?hl=en&user=lmg9HlEAAAAJ,"Associate Professor, Norwegian University of Science and Technology (NTNU)",790,"['information systems', 'information system development', 'digital transformation']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_system_development', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation']"
Han-fen Hu,https://scholar.google.com//citations?hl=en&user=-7WMAMAAAAAJ,"Associate Professor of Management Information Systems, University of Nevada, Las Vegas",790,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Shaban Elahi,https://scholar.google.com//citations?hl=en&user=Y4NbykgAAAAJ,"Professor in Information Technology Management, Vali-e-Asr University of Rafsanjan",789,"['Information Technology Management', 'Technology and innovation policy', 'knowledge management', 'Information Systems', 'Research Method']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_technology_management', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_and_innovation_policy', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:research_method']"
Geoffrey Mayoka Kituyi,https://scholar.google.com//citations?hl=en&user=OiFoa24AAAAJ,Makerere University Business School,786,"['Information Systems', 'Health Informatics', 'Business Management', 'Information Systems Design', 'ICT4D']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:health_informatics', '/citations?hl=en&view_op=search_authors&mauthors=label:business_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems_design', '/citations?hl=en&view_op=search_authors&mauthors=label:ict4d']"
AI Kokkinaki,https://scholar.google.com//citations?hl=en&user=_0fXYrQAAAAJ,University of Nicosia,782,"['Information Systems', 'Software Engineering', 'Reverse Logistics', 'E-commerce', 'E-business']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:reverse_logistics', '/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:e_business']"
Prof. Mohanad Halaweh,https://scholar.google.com//citations?hl=en&user=94i_H0AAAAAJ,"Professor of Information Systems, Al Falah University, Dubai, UAE",782,"['Information Systems', 'E-commerce', 'IT Management', 'Grounded Theory']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:it_management', '/citations?hl=en&view_op=search_authors&mauthors=label:grounded_theory']"
Emeritus Prof Derek Smith,https://scholar.google.com//citations?hl=en&user=kgWyauUAAAAJ,University of Cape Town,781,"['Information Systems', 'Project management', 'people management', 'IT Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:project_management', '/citations?hl=en&view_op=search_authors&mauthors=label:people_management', '/citations?hl=en&view_op=search_authors&mauthors=label:it_management']"
"Brigitte Jörg, PhD",https://scholar.google.com//citations?hl=en&user=KLODCbUAAAAJ,Middlesex University London,780,"['Research Information', 'Data Management and Analysis', 'Information Systems', 'Ontologies']","['/citations?hl=en&view_op=search_authors&mauthors=label:research_information', '/citations?hl=en&view_op=search_authors&mauthors=label:data_management_and_analysis', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:ontologies']"
David Kreps,https://scholar.google.com//citations?hl=en&user=nrxaatoAAAAJ,"National University of Ireland, Galway",780,"['Information Systems', 'Philosophy', 'Cultural Studies']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:philosophy', '/citations?hl=en&view_op=search_authors&mauthors=label:cultural_studies']"
Joe McDonagh,https://scholar.google.com//citations?hl=en&user=L49Nn_8AAAAJ,Trinity College Dublin,778,"['Strategy', 'Organisation Development', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:strategy', '/citations?hl=en&view_op=search_authors&mauthors=label:organisation_development', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Ray M. Chang,https://scholar.google.com//citations?hl=en&user=Nndyb-QAAAAJ,Research Scientist and Adjunct Professor of School of Information Systems at Singapore …,777,"['Information Systems', 'Societal-Scale Consumer and Business\xa0…']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:societal_scale_consumer_and_business_insights']"
Dr Mariann Hardey,https://scholar.google.com//citations?hl=en&user=MGv8fOFAqPcC,"Associate Professor, Advanced Research Computing (ARC) The University of Durham",775,"['information systems', 'biometrics', 'biophysics', 'social media', 'digital communication theory']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:biometrics', '/citations?hl=en&view_op=search_authors&mauthors=label:biophysics', '/citations?hl=en&view_op=search_authors&mauthors=label:social_media', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_communication_theory']"
Sobhan Sarkar,https://scholar.google.com//citations?hl=en&user=GrRQt0kAAAAJ,"Assistant Professor (IIM Ranchi), PDF (University of Edinburgh)|| Associate Editor at MLWA",772,"['Data Analytics', 'Machine Learning', 'Information Systems', 'Operations Research', 'Safety']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:machine_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:operations_research', '/citations?hl=en&view_op=search_authors&mauthors=label:safety']"
George Valiris,https://scholar.google.com//citations?hl=en&user=_euiVqYAAAAJ,Asoc Professor,772,"['Information Systems', 'Business Process Orientation', 'Performance Measurement']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_orientation', '/citations?hl=en&view_op=search_authors&mauthors=label:performance_measurement']"
Donald McEachron,https://scholar.google.com//citations?hl=en&user=mIVH9kAAAAAJ,Drexel University,771,"['Chronobioengineering', 'Neuroscience', 'Evolution', 'Information Systems', 'Education']","['/citations?hl=en&view_op=search_authors&mauthors=label:chronobioengineering', '/citations?hl=en&view_op=search_authors&mauthors=label:neuroscience', '/citations?hl=en&view_op=search_authors&mauthors=label:evolution', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:education']"
James S Denford,https://scholar.google.com//citations?hl=en&user=A4U_BYcAAAAJ,"Department of Management, Royal Military College of Canada",771,"['Information Systems', 'Knowledge Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_management']"
Terence Ow,https://scholar.google.com//citations?hl=en&user=FjWhVlQAAAAJ,"Associate Professor, College of Business, Marquette University",770,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Muriel Mignerat,https://scholar.google.com//citations?hl=en&user=BfLSohEAAAAJ,"University of Ottawa, Telfer School of Management",769,"['Information Technology', 'Information Systems', 'Project Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:project_management']"
Ravi Paul,https://scholar.google.com//citations?hl=en&user=8s-qNOYAAAAJ,"Professor of MIS, East Carolina University",768,"['Information Systems', 'Software Engineering', 'Virtual Teams', 'Learning and Teaching']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:virtual_teams', '/citations?hl=en&view_op=search_authors&mauthors=label:learning_and_teaching']"
Anil Gurung,https://scholar.google.com//citations?hl=en&user=MA-8UQIAAAAJ,"Professor, Marshall University",765,"['Information Systems', 'Information Security']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_security']"
Dale Young,https://scholar.google.com//citations?hl=en&user=aEXMV-oAAAAJ,Georgia College & State University,765,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Federica Ceci,https://scholar.google.com//citations?hl=en&user=Vfkhu70AAAAJ,"Professor, DEA, University D.d'Annunzio",764,"['innovation management', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:innovation_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Nannan Xi,https://scholar.google.com//citations?hl=en&user=mTWXbzkAAAAJ,Tampere University & University of Vaasa,764,"['Gamification', 'AR/VR', 'Metaverse', 'Information systems', 'Consumer decision making']","['/citations?hl=en&view_op=search_authors&mauthors=label:gamification', '/citations?hl=en&view_op=search_authors&mauthors=label:ar_vr', '/citations?hl=en&view_op=search_authors&mauthors=label:metaverse', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:consumer_decision_making']"
Dr. Rajan Gupta,https://scholar.google.com//citations?hl=en&user=z1-XasMAAAAJ,Vice President - Research & Analytics at Analyttica Datalab,762,"['Algorithmic Government', 'e-Governance', 'Information Systems', 'Security', 'Data Analytics']","['/citations?hl=en&view_op=search_authors&mauthors=label:algorithmic_government', '/citations?hl=en&view_op=search_authors&mauthors=label:e_governance', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:security', '/citations?hl=en&view_op=search_authors&mauthors=label:data_analytics']"
Fathey Mohammed,https://scholar.google.com//citations?hl=en&user=_eG99aMAAAAJ,University Utara Malaysia (UUM),762,"['Information Systems', 'Cloud Computing', 'E-Government', 'IT Project Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:cloud_computing', '/citations?hl=en&view_op=search_authors&mauthors=label:e_government', '/citations?hl=en&view_op=search_authors&mauthors=label:it_project_management']"
Irina Veshneva,https://scholar.google.com//citations?hl=en&user=LMNQrJUAAAAJ,"Professor, Saratov State University",760,"['mathematical modeling', 'socio-economic systems', 'expert systems', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:mathematical_modeling', '/citations?hl=en&view_op=search_authors&mauthors=label:socio_economic_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:expert_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
jeffrey wong,https://scholar.google.com//citations?hl=en&user=dNU15NEAAAAJ,"university of reno, nevada",757,"['accounting', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:accounting', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Tessa Berg,https://scholar.google.com//citations?hl=en&user=IYZRM98AAAAJ,"Associate Professor of Computer Sciences, Heriot-Watt University",756,['Information systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Jiang guoyin,https://scholar.google.com//citations?hl=en&user=Vji19BMAAAAJ,University of Electronic Science and Technology of China,756,"['Information systems', 'Simulation', 'Plateform management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:simulation', '/citations?hl=en&view_op=search_authors&mauthors=label:plateform_management']"
Mark Kaminski,https://scholar.google.com//citations?hl=en&user=Z_w5g8IAAAAJ,"Departmental Lecturer, University of Oxford",752,"['Logic in Computer Science', 'Artificial Intelligence', 'Knowledge Representation', 'Automated Reasoning', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:logic_in_computer_science', '/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_representation', '/citations?hl=en&view_op=search_authors&mauthors=label:automated_reasoning', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Netra Pal Singh,https://scholar.google.com//citations?hl=en&user=cUgmsSMAAAAJ,"Professor & Dean, School of Business Management & Commerce, MVN University, India",752,"['Data Analytics', 'Artificial Intelligence', 'Information Systems', 'Business of Telecom', 'Data warehouse & Data Mining']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_of_telecom', '/citations?hl=en&view_op=search_authors&mauthors=label:data_warehouse_%26_data_mining']"
Nolan Taylor,https://scholar.google.com//citations?hl=en&user=d5w5eJwAAAAJ,Indiana University Purdue University Indianapolis,751,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Mirko Cesarini,https://scholar.google.com//citations?hl=en&user=0pJgYEcAAAAJ,"Professor Assistant, University of Milan Bicocca",749,"['data quality', 'information systems', 'data analysis', 'data integration', 'business intelligence']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_quality', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_analysis', '/citations?hl=en&view_op=search_authors&mauthors=label:data_integration', '/citations?hl=en&view_op=search_authors&mauthors=label:business_intelligence']"
Gheorghe Militaru,https://scholar.google.com//citations?hl=en&user=ess2qv0AAAAJ,"professor of management, University Politehnica of Bucharest",749,"['management', 'finance', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:management', '/citations?hl=en&view_op=search_authors&mauthors=label:finance', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Sietse Overbeek,https://scholar.google.com//citations?hl=en&user=JEmkfmsAAAAJ,"Assistant Professor, Utrecht University",748,"['Information Systems', 'Method Engineering', 'ICT4D', '#bpm@uu']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:method_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:ict4d', '/citations?hl=en&view_op=search_authors&mauthors=label:bpm_uu']"
Dimitris Papakiriakopoulos,https://scholar.google.com//citations?hl=en&user=jDptFsMAAAAJ,"Assistant professor, Department of Business Administration, University of West Attica",747,"['Data Science', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_science', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
David Cobham,https://scholar.google.com//citations?hl=en&user=9JzCAB8AAAAJ,"Associate Pro Vice Chancellor, Dean for Global Engagement, University of Lincoln",743,"['Transnational Education', 'Educational Technology', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:transnational_education', '/citations?hl=en&view_op=search_authors&mauthors=label:educational_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Hans Borgman,https://scholar.google.com//citations?hl=en&user=VMMcpEYAAAAJ,"Professor of Information Systems and Digital Business, University of Amsterdam, The …",742,"['Information Systems', 'IT Governance', 'Digital Transformation']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:it_governance', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation']"
Sira Yongchareon,https://scholar.google.com//citations?hl=en&user=2vCjgQsAAAAJ,"Senior Lecturer, PhD, SMACM, SMIEEE",740,"['Internet of Things', 'Service computing', 'Information systems', 'Data management']","['/citations?hl=en&view_op=search_authors&mauthors=label:internet_of_things', '/citations?hl=en&view_op=search_authors&mauthors=label:service_computing', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_management']"
Yiwei Gong,https://scholar.google.com//citations?hl=en&user=Of644_IAAAAJ,Wuhan University,740,"['Information Systems', 'Enterprise Architecture', 'Business Process Management', 'Digital Transformation']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_architecture', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation']"
Blanca Lopez-Catalan,https://scholar.google.com//citations?hl=en&user=UcXjguoAAAAJ,"Associate professor of Management, Pablo de Olavide University, Spain",738,"['Bullying', 'Mobile commerce', 'education', 'e-marketing', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:bullying', '/citations?hl=en&view_op=search_authors&mauthors=label:mobile_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:education', '/citations?hl=en&view_op=search_authors&mauthors=label:e_marketing', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Sangseok You,https://scholar.google.com//citations?hl=en&user=fjEjhBcAAAAJ,Sungkyunkwan University (SKKU),737,"['Information Systems', 'Human-Robot Interaction', 'Virtual Teams', 'HCI', 'Open Collaboration']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:human_robot_interaction', '/citations?hl=en&view_op=search_authors&mauthors=label:virtual_teams', '/citations?hl=en&view_op=search_authors&mauthors=label:hci', '/citations?hl=en&view_op=search_authors&mauthors=label:open_collaboration']"
ABDELSALAM BUSALIM,https://scholar.google.com//citations?hl=en&user=kuE6HAsAAAAJ,"Assistant Professor, Business School, Dublin City University",736,"['E-commerce', 'Social commerce', 'Information Systems', 'Customer Engagement', 'Sustainable fashion']","['/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:social_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:customer_engagement', '/citations?hl=en&view_op=search_authors&mauthors=label:sustainable_fashion']"
Neda Abdolvand (ORCID:0000-0003-3623-1284),https://scholar.google.com//citations?hl=en&user=HRxziJ4AAAAJ,"Associate Professor of Information Technology, Alzahra University,IRAN",735,"['information systems', 'data mining', 'business analytics', 'business process reengineering']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:business_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_reengineering']"
Pascal ANDRE,https://scholar.google.com//citations?hl=en&user=6o4cXU4AAAAJ,"LS2N, University of Nantes",734,"['software engineering', 'model driven engineering', 'formal methods', 'enterprise architecture', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:model_driven_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:formal_methods', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_architecture', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Krešimir Fertalj,https://scholar.google.com//citations?hl=en&user=R0BmYiQAAAAJ,University of Zagreb Faculty of Electrical Engineering and Computing,734,"['software engineering', 'information systems', 'project management', 'software security']","['/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:project_management', '/citations?hl=en&view_op=search_authors&mauthors=label:software_security']"
Adriano Augusto,https://scholar.google.com//citations?hl=en&user=bJ1ikCwAAAAJ,"School of Computing and Information Systems, University of Melbourne",733,"['Process Mining', 'Information Systems', 'Robotic Process Automation', 'BPM@unimelb', 'Business Process Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:process_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:robotic_process_automation', '/citations?hl=en&view_op=search_authors&mauthors=label:bpm_unimelb', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management']"
Betty Purwandari,https://scholar.google.com//citations?hl=en&user=id15VTAAAAAJ,Universitas Indonesia,733,"['Computer Science', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:computer_science', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Xianneng Li,https://scholar.google.com//citations?hl=en&user=0YM8lZwAAAAJ,Dalian University of Technology,731,"['Big Data', 'Information Systems', 'Evolutionary Computation', 'Machine Learning', 'Data Mining']","['/citations?hl=en&view_op=search_authors&mauthors=label:big_data', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:evolutionary_computation', '/citations?hl=en&view_op=search_authors&mauthors=label:machine_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:data_mining']"
Nasly Mohamed Ali,https://scholar.google.com//citations?hl=en&user=aIRVZZ0AAAAJ,Professor of Civil Engineering,729,"['Industrialised Building System', 'Information systems', 'construction materials', 'structural dynamics', 'pollution monitoring']","['/citations?hl=en&view_op=search_authors&mauthors=label:industrialised_building_system', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:construction_materials', '/citations?hl=en&view_op=search_authors&mauthors=label:structural_dynamics', '/citations?hl=en&view_op=search_authors&mauthors=label:pollution_monitoring']"
Sangkyu Rho,https://scholar.google.com//citations?hl=en&user=BtJtrOYAAAAJ,Seoul National University,727,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Siddeeq Y. Ameen,https://scholar.google.com//citations?hl=en&user=jVk_YtgAAAAJ,"Professor at Duhok Polytechnic University, Advisor, BSc, MSc, PhD, SMIEEE, FHEA",727,"['Data Communication', 'Security', 'Networking', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_communication', '/citations?hl=en&view_op=search_authors&mauthors=label:security', '/citations?hl=en&view_op=search_authors&mauthors=label:networking', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Johan Sandberg,https://scholar.google.com//citations?hl=en&user=mDOxRGMAAAAJ,"Department of Informatics, Umeå University",726,"['Information Systems', 'Strategy', 'Digital Innovation', 'Digital Transformation', 'Platforms']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:strategy', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation', '/citations?hl=en&view_op=search_authors&mauthors=label:platforms']"
Dr Antonette Mendoza,https://scholar.google.com//citations?hl=en&user=Mi79FfQAAAAJ,"Senior Lecturer, Computing and Information Systems, University of Melbourne",722,"['Technology appropriation', 'Information Systems', 'Health Informatics', 'Education']","['/citations?hl=en&view_op=search_authors&mauthors=label:technology_appropriation', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:health_informatics', '/citations?hl=en&view_op=search_authors&mauthors=label:education']"
